Sno,id,delay,jitter,bandwidth
35,3,509.4,46.92,503.0
36,3,537.1,77.1,447.5
38,3,648.2,62.4,613.0
42,3,253.9,67.08,523.0
44,3,1136.3,53.44,494.5
174,3,869.0,42.2,901.0
46,3,485.7,60.24,603.0
181,3,490.5,51.6,812.0
56,3,719.8,50.24,689.0
58,3,1102.2,64.8,448.0
59,3,146.7,59.44,603.0
61,3,146.6,44.52,697.0
62,3,628.1,429.88,667.0
191,3,98.9,48.08,675.5
63,3,234.7,57.5,452.0
64,3,328.2,61.24,650.5
192,3,190.1,63.5,876.0
65,3,232.4,49.12,645.5
194,3,250.1,49.48,812.0
72,3,904.8,59.4,590.5
74,3,1439.8,47.8,697.0
76,3,519.1,55.5,716.0
77,3,718.6,56.2,708.0
78,3,178.0,53.8,668.0
80,3,289.6,192.64,702.0
81,3,286.3,63.44,800.0
88,3,152.9,47.1,667.0
89,3,234.9,53.3,716.0
95,3,190.6,60.6,640.0
96,3,198.5,51.0,901.0
99,3,183.2,30.64,679.0
100,3,1449.5,85.3,503.0
102,3,418.5,48.4,452.0
103,3,67.7,28.44,708.0
107,3,285.7,56.1,607.0
114,3,69.2,13.28,447.5
116,3,338.3,57.1,650.5
117,3,69.8,17.72,668.0
122,3,324.6,33.8,626.5
1,4,220.1,26.5,325.0
2,4,753.7,392.36,356.0
130,4,891.4,68.4,59609.5
3,4,411.8,74.44,366.0
4,4,1642.1,211.62,52184.0
133,4,1000.1,47.5,371.5
139,4,142.2,69.64,392.0
14,4,412.2,181.36,325.0
142,4,553.1,45.48,393.0
145,4,893.0,48.8,350.0
148,4,557.7,61.7,345.0
21,4,745.6,37.68,325.0
153,4,371.6,29.2,392.0
28,4,210.7,77.84,356.0
31,4,240.1,64.28,406.5
159,4,972.1,39.9,3241.0
160,4,350.1,135.32,345.0
32,4,746.5,48.4,366.0
33,4,137.8,25.0,358.0
35,4,489.7,73.76,345.0
36,4,511.0,60.4,366.0
38,4,252.5,55.7,393.0
42,4,205.4,68.08,366.0
44,4,426.0,79.0,406.5
174,4,1802.7,169.3,387.0
46,4,463.0,61.0,318.0
181,4,407.6,72.68,370.0
56,4,566.0,54.4,52184.0
58,4,81.6,19.72,366.0
59,4,573.9,80.7,318.0
61,4,1059.8,444.96,8621.0
62,4,449.1,224.72,330.5
191,4,231.5,69.9,392.0
63,4,387.9,46.72,291.0
64,4,398.5,57.7,306.0
192,4,356.1,160.52,392.0
65,4,169.9,56.9,59609.5
194,4,322.8,52.56,370.0
72,4,991.9,223.44,358.0
74,4,183.9,83.9,8621.0
76,4,2326.0,161.0,375.5
77,4,292.8,69.04,313.5
78,4,528.3,54.9,364.0
80,4,174.5,29.5,350.0
81,4,132.2,12.68,3241.0
88,4,701.0,63.8,330.5
89,4,413.7,148.44,375.5
95,4,267.0,63.8,345.0
96,4,200.3,52.04,387.0
99,4,340.7,66.96,325.0
100,4,150.2,32.48,345.0
102,4,1033.1,344.14,291.0
103,4,186.1,69.5,313.5
107,4,165.4,62.28,371.5
114,4,1223.4,47.0,366.0
116,4,903.5,76.3,306.0
117,4,639.6,67.6,364.0
122,4,239.5,69.3,345.0
1,5,211.4,38.4,320.5
2,5,571.3,68.04,320.5
130,5,917.9,64.1,104612.0
3,5,113.5,21.3,356.0
4,5,681.4,37.12,218728.5
133,5,181.6,56.4,321.5
139,5,795.4,74.48,288.0
14,5,197.7,25.24,320.5
142,5,890.0,133.4,285.0
145,5,945.7,295.12,320.5
148,5,1584.5,62.3,285.0
21,5,601.6,52.48,320.5
153,5,279.9,298.04,287.0
28,5,216.2,38.16,320.5
31,5,295.5,56.4,320.5
159,5,318.6,110.88,101029.5
160,5,322.7,132.04,323.0
32,5,793.7,62.1,285.0
33,5,522.0,57.8,320.5
35,5,479.4,62.32,320.5
36,5,699.1,62.7,284.0
38,5,218.8,41.64,285.0
42,5,100.5,18.5,356.0
44,5,276.2,55.16,320.5
174,5,295.1,97.5,323.0
46,5,1409.2,1554.64,320.0
181,5,764.3,45.44,287.0
56,5,161.7,26.5,218728.5
58,5,683.3,53.36,285.0
59,5,486.8,63.36,320.0
61,5,887.9,51.3,102872.0
62,5,215.8,73.56,323.5
191,5,226.8,61.4,288.0
63,5,496.7,53.9,320.5
64,5,199.5,62.7,284.0
192,5,184.5,62.9,287.0
65,5,237.4,66.6,104612.0
194,5,255.6,69.08,287.0
72,5,546.9,61.28,320.5
74,5,517.5,57.3,102872.0
76,5,707.8,111.04,359.0
77,5,188.0,67.0,356.0
78,5,191.6,148.24,329.5
80,5,217.3,62.1,320.5
81,5,188.3,44.1,101029.5
88,5,60.5,9.8,323.5
89,5,540.5,53.3,359.0
95,5,152.7,26.64,323.0
96,5,291.0,46.6,323.0
99,5,147.9,21.06,320.5
100,5,561.5,70.8,320.5
102,5,384.2,171.96,320.5
103,5,761.2,115.32,356.0
107,5,179.1,66.5,321.5
114,5,557.6,63.4,284.0
116,5,186.8,60.0,284.0
117,5,90.7,31.04,329.5
122,5,402.0,186.0,285.0
1,6,162.2,17.2,229.0
2,6,1413.3,79.04,320.5
130,6,116.9,20.28,116946.0
3,6,233.7,60.7,229.0
4,6,614.2,50.36,195456.0
133,6,168.1,57.7,288.5
139,6,787.9,556.32,294.0
14,6,461.8,56.24,229.0
142,6,405.8,51.04,285.5
145,6,386.6,80.68,257.0
148,6,1555.7,66.7,257.0
21,6,174.5,30.2,229.0
153,6,244.3,55.5,232.0
28,6,500.5,58.0,320.5
31,6,409.7,71.96,320.5
159,6,334.9,202.5,91582.0
160,6,783.5,106.7,232.0
32,6,510.7,57.5,258.0
33,6,622.3,58.1,258.0
35,6,1205.5,70.0,285.0
36,6,783.2,68.2,263.0
38,6,522.3,68.38,285.5
42,6,221.9,87.68,229.0
44,6,1156.0,31.4,320.5
174,6,477.9,95.7,293.5
46,6,873.2,72.04,257.0
181,6,199.0,41.0,288.0
56,6,1008.2,90.76,195456.0
58,6,885.6,336.88,258.0
59,6,636.0,72.6,257.0
61,6,681.7,142.02,91402.5
62,6,496.9,160.9,259.5
191,6,171.8,58.6,294.0
63,6,1066.4,462.24,257.0
64,6,554.6,60.4,233.0
192,6,281.9,67.3,232.0
65,6,222.4,24.28,116946.0
194,6,364.4,116.6,288.0
72,6,201.8,65.76,258.0
74,6,922.4,63.48,91402.5
76,6,573.7,125.1,257.5
77,6,393.2,74.44,256.5
78,6,222.6,61.2,233.0
80,6,348.0,40.4,257.0
81,6,143.5,20.1,91582.0
88,6,971.5,68.7,259.5
89,6,297.5,167.0,257.5
95,6,148.4,25.48,232.0
96,6,938.2,93.64,293.5
99,6,246.9,40.92,229.0
100,6,449.3,52.44,285.0
102,6,1013.8,63.04,257.0
103,6,48.1,18.78,256.5
107,6,164.1,58.7,288.5
114,6,375.4,55.8,263.0
116,6,1262.4,60.2,233.0
117,6,550.0,97.2,233.0
122,6,873.4,66.4,257.0
1,7,177.6,36.04,320.5
2,7,972.2,350.08,320.5
130,7,1382.2,61.36,117207.5
3,7,188.3,64.56,320.5
4,7,591.1,51.08,243753.5
133,7,396.2,65.0,332.0
139,7,190.4,68.2,291.5
14,7,340.6,193.76,320.5
142,7,693.5,53.0,285.0
145,7,1285.3,67.18,285.0
148,7,397.1,68.9,329.5
21,7,585.2,87.76,320.5
153,7,217.9,69.3,288.0
28,7,204.4,61.68,320.5
31,7,205.2,47.0,285.0
159,7,138.0,14.2,91315.5
160,7,469.7,61.36,342.0
32,7,562.4,66.68,320.5
33,7,471.8,124.6,285.0
35,7,560.6,66.08,320.5
36,7,244.3,78.3,326.0
38,7,620.9,73.94,285.0
42,7,217.8,94.64,320.5
44,7,838.8,72.44,285.0
174,7,386.0,60.2,329.0
46,7,868.0,73.2,320.0
181,7,322.1,65.48,291.5
56,7,800.9,59.14,243753.5
58,7,487.0,59.8,320.5
59,7,194.8,77.0,320.0
61,7,341.5,188.8,102720.5
62,7,804.6,235.12,362.5
191,7,289.5,81.5,291.5
63,7,285.0,71.8,356.0
64,7,412.8,148.8,361.5
192,7,205.4,71.8,288.0
65,7,447.2,78.0,117207.5
194,7,199.9,46.12,291.5
72,7,172.6,52.8,285.0
74,7,351.1,63.7,102720.5
76,7,220.4,85.68,333.0
77,7,509.2,64.2,324.5
78,7,436.8,159.2,320.5
80,7,809.3,46.64,285.0
81,7,196.9,32.5,91315.5
88,7,699.7,63.3,362.5
89,7,1078.0,62.2,333.0
95,7,297.5,49.0,342.0
96,7,440.4,129.28,329.0
99,7,150.2,22.24,320.5
100,7,706.8,89.0,320.5
102,7,644.9,66.68,356.0
103,7,738.2,64.04,324.5
107,7,274.5,91.8,332.0
114,7,306.9,88.92,326.0
116,7,549.8,61.4,361.5
117,7,2803.9,59.3,320.5
122,7,204.9,62.5,329.5
1,8,219.7,40.1,285.0
2,8,140.1,19.32,296.0
130,8,1191.3,68.9,117160.0
3,8,554.1,348.88,285.0
4,8,1116.5,50.4,219409.0
133,8,46.0,20.4,266.0
139,8,232.7,81.5,259.0
14,8,456.7,149.64,285.0
142,8,128.0,9.8,257.0
145,8,929.3,54.18,257.0
148,8,529.7,68.3,256.5
21,8,147.8,15.16,229.0
153,8,342.2,69.2,232.0
28,8,1466.0,131.2,296.0
31,8,330.3,62.04,289.0
159,8,781.3,62.24,90949.0
160,8,791.4,396.36,287.0
32,8,836.5,287.0,320.5
33,8,573.3,59.84,256.5
35,8,782.0,71.4,261.0
36,8,85.6,23.64,257.0
38,8,136.3,20.02,257.0
42,8,376.7,126.9,285.0
44,8,1194.6,1573.36,289.0
174,8,492.5,179.3,292.0
46,8,246.3,52.96,326.0
181,8,319.1,71.66,263.5
56,8,954.0,571.8,219409.0
58,8,188.9,63.7,320.5
59,8,217.4,78.6,326.0
61,8,634.2,75.0,102574.5
62,8,1516.3,236.7,328.0
191,8,831.9,57.1,259.0
63,8,346.2,85.96,297.5
64,8,171.0,65.4,320.5
192,8,216.5,69.7,232.0
65,8,704.0,88.6,117160.0
194,8,744.1,95.08,263.5
72,8,222.0,68.4,256.5
74,8,347.0,49.4,102574.5
76,8,170.1,46.34,287.0
77,8,853.1,148.68,261.0
78,8,550.6,51.6,229.0
80,8,717.5,60.2,257.0
81,8,224.8,54.24,90949.0
88,8,203.8,65.8,328.0
89,8,513.1,123.7,287.0
95,8,272.3,75.44,287.0
96,8,451.5,82.2,292.0
99,8,231.5,62.0,229.0
100,8,227.1,27.28,261.0
102,8,102.4,10.96,297.5
103,8,362.3,78.9,261.0
107,8,284.7,257.66,266.0
114,8,186.5,58.1,257.0
116,8,144.1,54.7,320.5
117,8,1132.3,71.7,229.0
122,8,272.6,232.36,256.5
1,9,317.1,76.46,374.0
2,9,1970.6,71.08,326.5
130,9,859.0,65.2,104269.0
3,9,119.9,31.7,315.0
4,9,208.0,41.6,219366.5
133,9,728.0,66.4,287.0
139,9,308.4,87.6,294.5
14,9,487.4,264.48,374.0
142,9,133.5,14.0,301.5
145,9,320.1,57.08,296.0
148,9,930.3,202.76,284.5
21,9,852.7,103.56,345.5
153,9,279.1,65.1,302.0
28,9,266.4,94.28,326.5
31,9,325.5,214.8,343.5
159,9,357.4,62.32,91466.5
160,9,439.0,95.4,323.0
32,9,747.1,57.9,267.0
33,9,347.4,61.52,311.0
35,9,749.3,83.7,305.5
36,9,237.9,88.7,301.5
38,9,387.0,91.8,301.5
42,9,348.8,97.36,315.0
44,9,661.7,63.76,343.5
174,9,661.1,167.3,329.0
46,9,937.9,63.1,305.0
181,9,345.7,115.7,294.5
56,9,278.2,91.8,219366.5
58,9,995.6,67.4,267.0
59,9,679.5,79.5,305.0
61,9,659.4,63.88,91255.5
62,9,482.0,158.0,308.0
191,9,148.2,64.4,294.5
63,9,586.7,65.16,272.0
64,9,201.9,62.88,270.0
192,9,525.1,89.5,302.0
65,9,117.4,21.96,104269.0
194,9,252.1,85.32,294.5
72,9,965.1,69.3,311.0
74,9,270.3,68.16,91255.5
76,9,458.3,154.5,324.5
77,9,99.6,46.52,307.0
78,9,173.7,61.64,307.0
80,9,311.7,47.56,296.0
81,9,225.7,41.16,91466.5
88,9,766.0,67.8,308.0
89,9,461.8,67.0,324.5
95,9,186.3,33.9,323.0
96,9,276.8,112.84,329.0
99,9,229.6,39.0,345.5
100,9,505.7,495.98,305.5
102,9,680.6,69.88,272.0
103,9,590.8,72.76,307.0
107,9,276.5,87.8,287.0
114,9,883.0,65.0,301.5
116,9,736.7,63.64,270.0
117,9,582.8,80.96,307.0
122,9,203.3,60.3,284.5
1,10,184.9,36.08,334.0
2,10,958.7,73.82,325.0
130,10,348.7,81.3,104368.0
3,10,630.6,85.4,348.0
4,10,155.1,10.48,195692.5
133,10,257.9,74.5,383.0
139,10,367.8,84.2,343.0
14,10,833.4,245.56,334.0
142,10,1456.9,54.52,379.0
145,10,409.7,88.7,386.5
148,10,156.2,64.24,424.0
21,10,729.1,84.24,381.5
153,10,163.1,83.5,390.0
28,10,641.9,199.54,325.0
31,10,243.1,43.3,325.0
159,10,274.5,62.4,102971.0
160,10,1279.6,114.72,384.5
32,10,673.4,69.0,339.0
33,10,204.5,74.1,329.5
35,10,498.2,66.52,386.0
36,10,789.8,98.64,386.0
38,10,232.2,74.36,379.0
42,10,928.7,101.04,348.0
44,10,611.1,67.68,325.0
174,10,583.6,195.24,378.0
46,10,370.4,183.16,343.0
181,10,248.6,79.44,387.0
56,10,227.0,47.2,195692.5
58,10,1586.3,57.9,339.0
59,10,249.9,88.1,343.0
61,10,293.1,70.7,91521.5
62,10,288.6,123.2,332.0
191,10,115.5,49.4,343.0
63,10,578.4,73.6,379.5
64,10,213.4,61.08,370.5
192,10,204.9,79.9,390.0
65,10,235.7,70.5,104368.0
194,10,276.0,82.8,387.0
72,10,241.6,75.48,329.5
74,10,335.5,176.4,91521.5
76,10,1363.8,310.48,346.5
77,10,441.3,213.84,366.0
78,10,232.4,73.08,366.0
80,10,211.0,42.6,386.5
81,10,158.9,20.7,102971.0
88,10,421.4,318.28,332.0
89,10,375.5,123.6,346.5
95,10,162.5,32.0,384.5
96,10,164.6,55.92,378.0
99,10,244.0,71.0,381.5
100,10,1540.6,96.68,386.0
102,10,226.8,63.2,379.5
103,10,579.0,64.4,366.0
107,10,76.7,35.38,383.0
114,10,207.1,66.3,386.0
116,10,369.4,66.4,370.5
117,10,801.7,278.88,366.0
122,10,228.8,74.8,424.0
1,11,350.8,99.12,238.0
2,11,719.7,73.24,275.0
130,11,187.6,61.4,116946.0
3,11,129.3,45.42,229.0
4,11,551.4,67.8,195469.0
133,11,194.5,75.5,321.5
139,11,253.6,92.8,323.0
14,11,627.1,47.88,238.0
142,11,225.0,38.4,261.0
145,11,946.3,55.38,263.0
148,11,1019.6,75.6,251.5
21,11,331.5,68.9,237.0
153,11,309.3,79.9,232.0
28,11,379.0,51.0,275.0
31,11,233.5,46.8,261.0
159,11,953.5,49.9,103007.5
160,11,1219.6,169.4,231.0
32,11,1255.5,94.3,237.0
33,11,727.2,124.16,263.0
35,11,132.4,11.84,261.5
36,11,2300.3,98.16,242.0
38,11,757.2,160.4,261.0
42,11,599.1,81.52,229.0
44,11,505.7,53.56,261.0
174,11,707.7,131.9,295.0
46,11,346.7,194.1,261.0
181,11,217.5,39.7,287.0
56,11,1171.7,68.42,195469.0
58,11,247.1,45.3,237.0
59,11,269.4,102.08,261.0
61,11,411.1,62.7,103009.0
62,11,707.6,574.72,278.0
191,11,738.2,88.64,323.0
63,11,383.4,79.0,257.0
64,11,820.9,88.1,248.5
192,11,419.8,82.2,232.0
65,11,334.3,165.24,116946.0
194,11,257.6,44.0,287.0
72,11,472.6,70.6,263.0
74,11,382.0,164.0,103009.0
76,11,454.1,184.9,295.0
77,11,110.2,51.04,258.0
78,11,1115.8,62.8,283.5
80,11,463.3,78.04,263.0
81,11,222.5,54.6,103007.5
88,11,297.9,135.12,278.0
89,11,910.1,65.5,295.0
95,11,140.4,18.36,231.0
96,11,214.6,55.76,295.0
99,11,258.2,45.8,237.0
100,11,141.0,17.0,261.5
102,11,320.1,170.1,257.0
103,11,540.5,252.7,258.0
107,11,216.4,130.4,321.5
114,11,430.9,62.7,242.0
116,11,288.4,142.32,248.5
117,11,1239.9,72.1,283.5
122,11,294.0,77.0,251.5
1,12,276.7,83.1,356.0
2,12,362.9,86.92,326.0
130,12,964.9,86.7,117009.0
3,12,252.4,93.36,320.5
4,12,900.7,76.22,244131.5
133,12,895.8,82.4,287.0
139,12,177.3,73.7,287.0
14,12,539.3,111.96,356.0
142,12,621.5,367.3,289.0
145,12,239.9,76.88,289.0
148,12,244.2,61.2,293.0
21,12,343.3,87.18,320.5
153,12,154.9,63.1,296.0
28,12,489.8,206.68,326.0
31,12,296.0,36.0,289.0
159,12,387.6,67.56,91467.0
160,12,231.7,34.9,333.0
32,12,987.7,88.3,320.5
33,12,437.6,268.8,284.0
35,12,243.4,68.92,284.5
36,12,285.8,89.6,285.0
38,12,457.1,84.48,289.0
42,12,594.7,133.24,320.5
44,12,1446.4,69.24,289.0
174,12,955.1,316.88,365.0
46,12,669.5,89.1,320.5
181,12,292.6,84.68,323.0
56,12,315.2,117.0,244131.5
58,12,141.1,58.52,320.5
59,12,118.3,34.56,320.5
61,12,670.5,72.3,103060.5
62,12,664.4,277.48,358.0
191,12,244.2,83.2,287.0
63,12,337.2,75.8,327.5
64,12,239.9,79.72,327.5
192,12,163.1,68.7,296.0
65,12,320.5,74.8,117009.0
194,12,245.9,94.52,323.0
72,12,997.2,101.6,284.0
74,12,457.5,55.8,103060.5
76,12,375.2,159.44,336.0
77,12,193.7,95.5,285.0
78,12,580.9,62.9,285.0
80,12,234.0,60.4,289.0
81,12,201.9,28.88,91467.0
88,12,998.9,81.1,358.0
89,12,180.5,67.1,336.0
95,12,162.1,31.32,333.0
96,12,225.9,33.5,365.0
99,12,172.8,20.72,320.5
100,12,1049.8,132.8,284.5
102,12,549.0,260.8,327.5
103,12,343.2,266.84,285.0
107,12,226.6,85.4,287.0
114,12,374.0,119.4,285.0
116,12,422.6,138.96,327.5
117,12,573.1,95.1,285.0
122,12,193.7,95.92,293.0
1,13,359.4,37.8,284.0
2,13,1787.3,328.76,284.5
130,13,444.5,89.9,104469.5
3,13,182.5,119.8,320.5
4,13,544.6,113.76,195786.5
133,13,81.8,40.72,289.0
139,13,130.5,46.7,292.0
14,13,453.0,163.8,284.0
142,13,233.4,102.76,289.0
145,13,379.8,231.72,285.0
148,13,264.6,74.12,285.0
21,13,1659.3,83.38,285.0
153,13,387.7,82.5,287.0
28,13,477.6,166.6,284.5
31,13,219.4,28.28,285.0
159,13,693.5,96.6,91733.0
160,13,2202.1,159.7,296.0
32,13,698.1,92.1,285.0
33,13,243.2,134.92,285.0
35,13,1143.3,97.1,285.0
36,13,299.5,70.9,285.0
38,13,2369.8,1823.32,289.0
42,13,495.4,306.28,320.5
44,13,1972.9,836.12,285.0
174,13,2878.5,767.4,291.5
46,13,640.5,99.4,285.0
181,13,243.5,22.9,287.0
56,13,378.7,103.78,195786.5
58,13,770.9,132.1,285.0
59,13,100.9,22.46,285.0
61,13,533.3,100.9,91610.0
62,13,2907.2,250.4,291.5
191,13,216.2,76.8,292.0
63,13,766.9,77.5,284.5
64,13,237.4,83.88,285.0
192,13,5038.8,211.72,287.0
65,13,326.5,64.3,104469.5
194,13,205.0,43.6,287.0
72,13,1077.0,112.8,285.0
74,13,159.6,41.52,91610.0
76,13,2193.3,179.7,296.0
77,13,1386.1,74.7,285.0
78,13,443.2,82.0,285.0
80,13,3371.0,1713.0,285.0
81,13,221.3,34.16,91733.0
88,13,356.7,177.16,291.5
89,13,313.6,95.72,296.0
95,13,146.3,23.62,296.0
96,13,252.7,98.9,291.5
99,13,366.7,110.22,285.0
100,13,890.5,556.6,285.0
102,13,287.1,127.12,284.5
103,13,1593.4,300.28,285.0
107,13,68.1,24.16,289.0
114,13,313.6,123.6,285.0
116,13,240.3,66.36,285.0
117,13,420.5,90.3,285.0
122,13,4953.4,93.4,285.0
1,14,236.5,31.4,356.0
2,14,186.1,42.1,292.5
130,14,943.4,132.0,117437.5
3,14,383.8,78.96,258.0
4,14,543.4,106.08,244663.5
133,14,893.9,78.9,295.5
139,14,237.6,92.72,291.5
14,14,342.7,82.96,356.0
142,14,839.3,72.38,257.0
145,14,540.8,414.52,257.0
148,14,298.4,80.2,257.0
21,14,695.2,108.52,320.5
153,14,198.5,71.3,232.0
28,14,231.1,43.28,292.5
31,14,221.9,45.68,257.0
159,14,249.4,69.92,91581.5
160,14,210.5,95.3,287.0
32,14,924.2,109.6,257.5
33,14,436.0,185.6,229.0
35,14,277.8,75.16,257.0
36,14,255.6,103.12,229.0
38,14,323.2,98.56,257.0
42,14,185.4,36.64,258.0
44,14,263.2,69.12,257.0
174,14,215.9,53.28,259.0
46,14,701.6,107.44,286.0
181,14,437.6,239.0,263.5
56,14,198.2,28.12,244663.5
58,14,635.1,80.3,257.5
59,14,330.5,117.3,286.0
61,14,561.6,79.72,102997.0
62,14,237.7,91.1,291.5
191,14,265.3,114.9,291.5
63,14,268.4,131.2,285.0
64,14,332.7,77.7,257.5
192,14,520.5,110.0,232.0
65,14,685.2,422.76,117437.5
194,14,232.6,41.0,263.5
72,14,507.8,275.64,229.0
74,14,542.1,128.68,102997.0
76,14,92.5,35.5,257.5
77,14,375.2,96.0,256.5
78,14,235.4,90.0,229.0
80,14,335.8,95.44,257.0
81,14,285.8,41.36,91581.5
