Sno,id,delay,jitter,bandwidth
130,2,499.1,64.7,357.0
3,2,311.0,55.8,302.0
4,2,1018.9,44.52,352.0
133,2,353.8,116.68,362.5
139,2,180.5,47.9,375.5
14,2,530.0,62.6,297.5
142,2,183.4,48.0,378.0
145,2,662.0,240.2,368.5
148,2,524.3,56.9,349.0
21,2,298.9,37.9,389.0
153,2,474.9,64.08,461.0
28,2,163.9,46.64,310.0
159,2,570.1,329.34,350.5
31,2,516.7,38.9,297.5
160,2,631.4,141.8,352.0
32,2,475.3,52.1,285.0
33,2,462.1,47.88,324.0
35,2,446.8,80.36,345.0
36,2,68.2,14.08,293.0
38,2,712.7,52.96,378.0
42,2,761.6,57.0,302.0
44,2,649.2,35.2,297.5
46,2,1040.5,59.9,336.5
174,2,1532.1,179.3,438.0
181,2,233.3,75.16,399.0
56,2,944.8,75.4,352.0
58,2,502.4,48.4,285.0
59,2,208.0,53.0,336.5
61,2,914.9,59.1,332.0
62,2,2443.4,203.72,388.5
191,2,153.2,82.4,375.5
63,2,508.1,161.7,331.0
192,2,432.4,45.0,461.0
64,2,159.8,52.16,302.0
65,2,191.5,53.8,357.0
194,2,193.9,40.3,399.0
72,2,463.6,54.6,324.0
74,2,407.4,58.4,332.0
76,2,886.7,163.7,400.0
77,2,172.0,58.6,368.5
78,2,149.5,51.4,318.0
80,2,487.1,64.08,368.5
81,2,129.5,11.9,350.5
88,2,518.6,78.72,388.5
89,2,790.1,64.5,400.0
95,2,180.0,49.6,352.0
96,2,152.1,27.5,438.0
99,2,459.5,36.9,389.0
100,2,659.5,44.6,345.0
102,2,442.2,56.6,331.0
103,2,72.6,51.96,368.5
107,2,111.1,50.3,362.5
114,2,726.8,63.4,293.0
116,2,595.7,56.9,302.0
117,2,963.8,54.4,318.0
122,2,96.5,14.6,349.0
1,3,522.0,90.4,258.0
2,3,400.3,46.44,243.0
130,3,701.6,65.2,286.0
3,3,234.1,63.72,257.5
4,3,1082.4,38.8,243.0
133,3,234.3,59.9,292.0
139,3,469.4,69.72,276.5
14,3,168.4,21.36,258.0
142,3,234.5,41.4,243.0
145,3,475.8,43.84,243.0
148,3,584.7,84.1,273.5
21,3,330.2,129.24,338.0
153,3,332.0,55.6,276.0
28,3,925.3,449.58,243.0
159,3,458.8,377.52,273.0
31,3,288.2,35.4,321.5
160,3,662.8,166.6,276.0
32,3,77.7,18.44,284.0
33,3,672.1,55.1,243.0
35,3,581.3,48.24,291.0
36,3,248.9,61.1,273.5
38,3,250.2,46.16,243.0
42,3,296.0,90.8,257.5
44,3,359.3,111.38,321.5
46,3,718.9,367.74,301.5
174,3,2043.1,182.9,276.5
181,3,372.8,44.44,276.5
56,3,478.4,112.4,243.0
58,3,175.0,63.6,284.0
59,3,212.2,56.0,301.5
61,3,825.2,60.6,269.0
62,3,502.7,157.1,260.0
191,3,94.3,38.96,276.5
63,3,210.5,78.2,291.0
192,3,280.5,53.2,276.0
64,3,87.3,13.96,273.5
65,3,183.3,53.64,286.0
194,3,218.8,53.6,276.5
72,3,242.3,53.7,243.0
74,3,607.1,60.9,269.0
76,3,922.4,155.6,260.0
77,3,155.4,42.6,271.0
78,3,126.0,70.8,258.0
80,3,383.5,71.0,243.0
81,3,185.7,56.04,273.0
88,3,127.9,32.12,260.0
89,3,462.2,74.0,260.0
95,3,134.0,20.0,276.0
96,3,176.1,35.7,276.5
99,3,189.2,33.64,338.0
100,3,561.0,46.0,291.0
102,3,107.2,15.44,291.0
103,3,1275.7,48.5,271.0
107,3,169.3,56.9,292.0
114,3,357.3,70.96,273.5
116,3,287.2,159.76,273.5
117,3,61.7,9.18,258.0
122,3,335.1,64.7,273.5
1,4,175.6,34.52,381.5
2,4,1275.5,337.4,381.5
130,4,870.6,65.4,323.0
3,4,210.5,73.6,381.5
4,4,353.7,39.3,407.0
133,4,505.4,58.2,308.0
139,4,4766.4,64.0,328.0
14,4,1616.9,139.72,381.5
142,4,265.9,124.44,339.0
145,4,517.7,110.84,381.5
148,4,115.9,37.46,339.0
21,4,454.1,73.48,312.0
153,4,508.5,219.1,339.0
28,4,729.0,85.8,381.5
159,4,269.6,142.96,408.0
31,4,179.7,40.04,325.0
160,4,1575.1,228.1,369.0
32,4,746.4,52.88,366.0
33,4,714.2,71.0,366.0
35,4,177.6,41.2,339.0
36,4,173.1,45.1,339.0
38,4,482.7,49.36,339.0
42,4,870.1,82.7,381.5
44,4,194.2,48.28,325.0
46,4,1796.3,53.9,366.0
174,4,1064.9,165.3,328.0
181,4,602.5,53.0,328.0
56,4,262.4,78.4,407.0
58,4,222.7,82.38,366.0
59,4,197.4,56.4,366.0
61,4,853.8,80.4,424.0
62,4,1195.6,173.2,385.0
191,4,663.3,53.9,328.0
63,4,190.5,64.7,340.5
192,4,545.8,297.6,339.0
64,4,507.9,331.72,381.5
65,4,224.8,63.36,323.0
194,4,131.1,17.14,328.0
72,4,98.3,10.82,366.0
74,4,400.9,85.72,424.0
76,4,1426.2,165.8,385.0
77,4,586.9,49.5,340.5
78,4,267.9,52.1,381.5
80,4,233.6,90.2,381.5
81,4,278.0,62.0,408.0
88,4,1109.2,55.8,385.0
89,4,816.4,65.28,385.0
95,4,189.0,58.6,369.0
96,4,203.6,60.08,328.0
99,4,167.6,33.24,312.0
100,4,207.3,53.64,339.0
102,4,1096.0,62.8,340.5
103,4,781.4,311.64,340.5
107,4,420.9,133.94,308.0
114,4,430.3,59.56,339.0
116,4,588.4,50.4,381.5
117,4,653.7,54.9,381.5
122,4,1254.3,69.36,339.0
1,5,369.3,58.04,284.5
2,5,814.2,184.56,320.5
130,5,1605.5,233.6,323.0
3,5,217.2,63.6,285.0
4,5,270.9,49.72,285.0
133,5,686.5,71.9,323.0
139,5,249.5,83.5,323.0
14,5,806.0,110.4,284.5
142,5,127.4,10.64,320.0
145,5,608.0,47.2,284.0
148,5,1397.6,94.12,285.0
21,5,242.2,61.92,285.0
153,5,194.0,64.2,287.0
28,5,251.7,52.84,320.5
159,5,499.8,352.8,287.0
31,5,294.7,56.16,320.5
160,5,927.2,201.6,288.0
32,5,672.5,62.1,320.0
33,5,124.2,17.2,320.5
35,5,246.7,120.5,320.5
36,5,381.2,35.64,320.5
38,5,199.6,35.8,320.0
42,5,185.4,89.96,285.0
44,5,644.4,45.0,320.5
46,5,957.2,173.76,285.0
174,5,194.2,49.32,288.0
181,5,250.5,64.2,287.0
56,5,275.3,92.16,285.0
58,5,634.2,54.4,320.0
59,5,367.7,64.04,285.0
61,5,780.2,59.84,285.0
62,5,1516.5,176.1,288.0
191,5,194.0,71.6,323.0
63,5,256.9,63.48,285.0
192,5,115.5,61.5,287.0
64,5,533.9,67.48,285.0
65,5,236.2,58.6,323.0
194,5,199.4,44.6,287.0
72,5,510.1,74.7,320.5
74,5,214.0,70.4,285.0
76,5,703.2,362.68,287.0
77,5,476.5,49.3,284.0
78,5,485.2,57.2,285.0
80,5,366.1,50.68,284.0
81,5,187.5,36.7,287.0
88,5,268.1,171.5,288.0
89,5,1465.2,535.88,287.0
95,5,258.5,61.6,288.0
96,5,406.2,66.96,288.0
99,5,861.7,50.56,285.0
100,5,609.4,71.72,320.5
102,5,302.3,23.9,285.0
103,5,47.1,15.52,284.0
107,5,226.5,54.7,323.0
114,5,736.7,71.9,320.5
116,5,257.4,111.36,285.0
117,5,171.7,54.7,285.0
122,5,187.8,66.0,285.0
1,6,266.5,38.8,256.5
2,6,2281.5,52.6,257.0
130,6,1434.5,982.3,261.0
3,6,312.2,62.44,257.5
4,6,1230.9,46.92,285.5
133,6,366.1,62.72,231.0
139,6,792.0,62.4,232.0
14,6,239.1,71.08,256.5
142,6,852.1,54.88,292.0
145,6,269.6,48.48,292.5
148,6,548.7,65.3,321.5
21,6,191.5,28.3,229.0
153,6,1136.7,111.58,260.0
28,6,478.3,73.5,257.0
159,6,3690.2,58.12,293.5
31,6,202.8,59.16,292.5
160,6,955.2,111.0,261.0
32,6,1270.7,64.3,258.0
33,6,604.1,84.12,229.0
35,6,435.7,76.5,257.0
36,6,197.9,57.1,258.0
38,6,502.2,47.36,292.0
42,6,228.2,75.04,257.5
44,6,1013.8,39.0,292.5
46,6,1101.1,52.72,321.5
174,6,774.6,107.0,231.0
181,6,1000.2,72.76,231.0
56,6,624.2,75.56,285.5
58,6,1134.5,68.2,258.0
59,6,267.4,182.44,321.5
61,6,1418.9,1756.66,257.5
62,6,200.0,84.8,286.5
191,6,133.0,66.4,232.0
63,6,410.4,71.8,286.0
192,6,444.3,66.3,260.0
64,6,366.5,125.7,287.0
65,6,265.8,52.24,261.0
194,6,1044.4,75.12,231.0
72,6,1713.2,94.36,229.0
74,6,1496.0,65.8,257.5
76,6,1064.3,136.96,258.0
77,6,144.4,58.8,257.0
78,6,193.6,71.2,257.5
80,6,364.2,87.4,292.5
81,6,744.9,78.12,293.5
88,6,1973.0,73.0,286.5
89,6,81.8,30.28,258.0
95,6,751.6,77.88,261.0
96,6,386.8,64.28,231.0
99,6,231.5,27.0,229.0
100,6,568.1,70.3,257.0
102,6,2168.8,66.0,286.0
103,6,265.9,175.68,257.0
107,6,224.9,71.1,231.0
114,6,955.6,85.32,258.0
116,6,1732.0,75.8,287.0
117,6,5163.1,59.92,257.5
122,6,630.2,71.64,321.5
1,7,287.8,96.8,320.5
2,7,1518.8,736.6,330.0
130,7,1033.3,722.04,288.0
3,7,242.8,68.76,320.0
4,7,570.4,41.12,320.5
133,7,157.4,59.0,287.0
139,7,285.3,65.7,287.0
14,7,424.5,160.8,320.5
142,7,918.6,413.16,293.0
145,7,800.2,240.16,285.0
148,7,611.8,40.8,285.0
21,7,216.6,56.72,284.0
153,7,224.6,84.2,287.0
28,7,1236.8,176.0,330.0
159,7,1197.8,47.64,287.0
31,7,291.7,53.36,285.0
160,7,1172.6,193.0,288.0
32,7,412.2,59.4,285.0
33,7,431.2,64.2,293.0
35,7,203.9,74.08,293.0
36,7,810.4,283.44,293.0
38,7,212.7,57.76,293.0
42,7,542.2,111.6,320.0
44,7,287.8,29.8,285.0
46,7,471.5,58.1,285.0
174,7,254.0,86.4,288.0
181,7,376.7,63.24,288.0
56,7,324.8,109.56,320.5
58,7,377.0,66.6,285.0
59,7,324.0,79.4,285.0
61,7,441.2,68.44,285.0
62,7,887.5,177.3,287.0
191,7,175.9,64.7,287.0
63,7,225.4,77.6,285.0
192,7,179.3,73.1,287.0
64,7,545.4,55.6,285.0
65,7,207.4,62.2,288.0
194,7,137.9,19.68,288.0
72,7,1402.7,58.7,293.0
74,7,1581.9,233.76,285.0
76,7,543.0,184.0,287.0
77,7,139.1,94.58,285.0
78,7,186.4,71.2,285.0
80,7,182.5,39.5,285.0
81,7,292.7,75.42,287.0
88,7,528.9,67.1,287.0
89,7,350.0,170.8,287.0
95,7,616.3,54.84,288.0
96,7,183.9,52.12,288.0
99,7,227.2,44.76,284.0
100,7,1866.2,61.16,293.0
102,7,477.7,60.5,285.0
103,7,476.8,57.2,285.0
107,7,78.5,37.8,287.0
114,7,868.2,64.04,293.0
116,7,688.2,57.4,285.0
117,7,220.4,54.2,285.0
122,7,241.9,67.28,285.0
1,8,2334.7,83.04,229.0
2,8,223.1,63.9,256.5
130,8,1930.7,88.98,304.0
3,8,543.2,73.84,237.0
4,8,193.8,27.16,292.5
133,8,7946.2,182.32,294.0
139,8,127.2,42.4,260.0
14,8,236.0,57.0,229.0
142,8,258.2,93.72,257.0
145,8,424.4,52.12,256.5
148,8,551.3,542.34,256.5
21,8,4216.6,64.96,264.0
153,8,90.8,28.96,231.0
28,8,930.3,99.44,256.5
159,8,517.1,484.76,295.0
31,8,286.0,50.4,274.0
160,8,385.7,111.44,287.0
32,8,553.1,59.5,267.5
33,8,1744.2,65.4,243.0
35,8,7834.0,4436.6,256.5
36,8,2935.5,105.4,229.0
38,8,304.5,74.6,257.0
42,8,409.1,98.7,237.0
44,8,282.2,131.28,274.0
46,8,2340.2,51.24,309.0
174,8,986.2,344.72,301.0
181,8,199.6,55.08,288.0
56,8,2148.0,77.6,292.5
58,8,135.9,68.66,267.5
59,8,209.5,74.6,309.0
61,8,774.5,731.8,273.5
62,8,359.2,119.6,296.0
191,8,229.3,76.96,260.0
63,8,651.5,67.2,292.5
192,8,391.9,34.3,231.0
64,8,116.2,28.64,258.0
65,8,232.1,75.3,304.0
194,8,655.8,83.04,288.0
72,8,159.8,35.2,243.0
74,8,489.8,63.16,273.5
76,8,1041.4,143.68,260.0
77,8,292.6,183.6,264.0
78,8,1116.6,437.92,229.0
80,8,404.8,38.84,256.5
81,8,273.5,63.9,295.0
88,8,550.1,61.7,296.0
89,8,2545.5,1581.1,260.0
95,8,453.1,146.94,287.0
96,8,3572.0,177.0,301.0
99,8,256.3,55.64,264.0
100,8,583.2,485.04,256.5
102,8,2460.5,66.7,292.5
103,8,205.8,69.4,264.0
107,8,650.5,360.4,294.0
114,8,175.3,98.42,229.0
116,8,558.4,65.48,258.0
117,8,647.5,62.3,229.0
122,8,259.8,67.0,256.5
1,9,255.5,68.4,329.5
2,9,422.2,59.96,293.0
130,9,369.4,69.0,288.0
3,9,223.8,61.6,293.0
4,9,473.0,45.8,307.0
133,9,962.9,73.3,309.5
139,9,191.3,69.7,310.0
14,9,1208.3,146.36,329.5
142,9,571.3,186.64,336.0
145,9,1111.9,55.92,356.0
148,9,263.6,64.0,330.0
21,9,298.2,127.16,327.5
153,9,163.9,73.7,339.5
28,9,1515.3,143.3,293.0
159,9,617.0,43.6,330.0
31,9,468.3,60.24,299.0
160,9,306.2,104.44,287.0
32,9,492.5,114.5,298.0
33,9,706.6,73.8,336.5
35,9,760.2,226.12,285.0
36,9,279.5,71.4,298.0
38,9,281.4,91.96,336.0
42,9,1503.3,136.3,293.0
44,9,714.5,50.4,299.0
46,9,232.1,73.7,292.0
174,9,356.9,90.7,296.0
181,9,224.6,55.36,296.0
56,9,1086.1,253.28,307.0
58,9,115.2,31.8,298.0
59,9,190.6,76.72,292.0
61,9,636.2,157.52,320.5
62,9,745.6,271.68,292.0
191,9,367.9,82.3,310.0
63,9,1311.3,106.1,291.0
192,9,205.4,69.8,339.5
64,9,534.3,69.16,284.0
65,9,406.6,99.6,288.0
194,9,189.6,48.04,296.0
72,9,547.4,74.8,336.5
74,9,850.5,439.3,320.5
76,9,355.5,132.3,331.0
77,9,483.5,67.6,329.5
78,9,204.2,65.8,329.5
80,9,313.0,69.2,356.0
81,9,136.1,13.54,330.0
88,9,280.2,55.2,292.0
89,9,535.6,68.12,331.0
95,9,148.8,24.16,287.0
96,9,146.8,21.16,296.0
99,9,344.6,78.88,327.5
100,9,498.3,93.3,285.0
102,9,534.9,79.3,291.0
103,9,267.9,56.7,329.5
107,9,488.4,63.6,309.5
114,9,926.2,97.0,298.0
116,9,524.6,79.12,284.0
117,9,202.2,70.64,329.5
122,9,252.1,64.3,330.0
1,10,246.6,50.32,340.5
2,10,589.3,70.04,381.5
130,10,562.7,72.84,351.0
3,10,261.7,76.64,325.0
4,10,289.6,50.08,339.0
133,10,169.6,57.4,342.0
139,10,547.1,61.5,328.0
14,10,405.6,132.32,340.5
142,10,606.3,68.98,374.5
145,10,653.4,62.92,341.0
148,10,228.2,76.4,339.0
21,10,239.8,45.84,349.0
153,10,242.3,94.56,328.0
28,10,284.2,117.24,381.5
159,10,425.0,46.8,381.5
31,10,200.5,38.1,366.0
160,10,757.8,217.0,394.0
32,10,1007.8,69.0,381.5
33,10,293.2,73.8,375.5
35,10,211.1,45.3,391.5
36,10,411.9,73.9,375.5
38,10,147.2,21.04,374.5
42,10,414.4,199.0,325.0
44,10,293.9,60.52,366.0
46,10,626.0,59.6,325.0
174,10,748.6,212.6,342.0
181,10,275.8,70.32,328.0
56,10,465.3,128.1,339.0
58,10,850.0,70.2,381.5
59,10,406.0,169.8,325.0
61,10,523.0,73.2,334.0
62,10,614.9,221.1,328.0
191,10,203.7,74.24,328.0
63,10,391.7,141.82,348.0
192,10,293.4,73.8,328.0
64,10,305.4,81.88,348.0
65,10,218.2,77.0,351.0
194,10,218.8,68.64,328.0
72,10,556.5,79.3,375.5
74,10,583.3,69.1,334.0
76,10,914.1,248.3,339.0
77,10,348.2,71.4,347.0
78,10,267.7,67.64,348.0
80,10,459.8,72.84,341.0
81,10,275.9,66.34,381.5
88,10,451.7,64.5,328.0
89,10,257.2,70.4,339.0
95,10,148.2,23.2,394.0
96,10,179.7,38.7,342.0
99,10,262.5,42.7,349.0
100,10,297.7,73.3,391.5
102,10,700.6,82.8,348.0
103,10,1352.1,77.12,347.0
107,10,256.4,73.68,342.0
114,10,546.5,82.8,375.5
116,10,586.4,85.88,348.0
117,10,1339.8,70.0,348.0
122,10,226.2,84.0,339.0
1,11,360.4,93.84,273.5
2,11,913.3,64.58,264.0
130,11,804.9,85.7,95447.5
3,11,263.4,97.48,243.0
4,11,804.0,53.4,114998.5
133,11,601.6,72.92,261.0
139,11,204.0,73.2,270.0
14,11,1253.9,91.32,273.5
142,11,1139.9,66.74,257.0
145,11,603.2,54.56,265.5
148,11,502.1,121.72,273.5
21,11,232.3,63.44,264.5
153,11,202.7,82.84,260.0
28,11,1099.8,104.92,264.0
159,11,324.3,128.68,34559.5
31,11,201.5,24.1,229.0
160,11,315.5,114.6,232.0
32,11,567.8,80.56,238.0
33,11,686.0,71.6,229.0
35,11,622.4,166.36,243.0
36,11,594.1,79.12,273.5
38,11,1273.4,70.84,257.0
42,11,972.4,86.28,243.0
44,11,1069.5,51.0,229.0
46,11,589.3,67.3,229.0
174,11,887.8,217.76,232.0
181,11,174.5,37.3,240.0
56,11,291.9,86.12,114998.5
58,11,209.9,65.5,238.0
59,11,617.6,77.8,229.0
61,11,834.5,93.6,38656.0
62,11,1097.0,251.6,254.0
191,11,228.1,92.52,270.0
63,11,1073.9,78.5,238.0
192,11,207.7,73.9,260.0
64,11,212.9,62.08,267.0
65,11,565.9,76.08,95447.5
194,11,220.7,80.5,240.0
72,11,1106.7,71.1,229.0
74,11,1221.9,69.3,38656.0
76,11,663.0,240.8,245.0
77,11,47.1,12.16,229.0
78,11,496.8,87.6,257.5
80,11,901.4,134.12,265.5
81,11,167.3,31.16,34559.5
88,11,263.0,66.8,254.0
89,11,602.5,95.0,245.0
95,11,159.5,21.9,232.0
96,11,187.7,23.64,232.0
99,11,366.7,83.44,264.5
100,11,1187.2,78.92,243.0
102,11,581.6,72.8,238.0
103,11,432.6,70.6,229.0
107,11,253.8,82.76,261.0
114,11,1009.4,79.08,273.5
116,11,661.8,75.96,267.0
117,11,457.4,70.4,257.5
122,11,347.2,76.8,273.5
1,12,256.8,53.04,284.0
2,12,507.8,66.48,285.0
130,12,430.3,160.24,104470.0
3,12,197.9,55.28,285.0
4,12,453.7,29.84,195803.0
133,12,1161.4,116.48,324.0
139,12,128.6,51.76,287.0
14,12,302.2,55.36,284.0
142,12,599.4,91.72,293.0
145,12,1042.5,91.7,284.0
148,12,906.9,59.7,293.0
21,12,994.7,72.42,320.5
153,12,194.6,78.32,288.0
28,12,634.3,206.44,285.0
159,12,403.1,104.84,103069.5
31,12,309.7,83.56,285.0
160,12,137.6,12.6,333.0
32,12,224.5,82.9,285.0
33,12,668.5,72.9,285.0
35,12,215.6,51.28,320.5
36,12,1099.1,113.92,285.0
38,12,246.6,28.52,293.0
42,12,345.4,256.64,285.0
44,12,337.2,50.56,285.0
46,12,570.0,77.0,293.0
174,12,1653.5,56.7,333.0
181,12,357.9,133.9,324.0
56,12,238.8,61.04,195803.0
58,12,387.3,61.1,285.0
59,12,250.0,94.2,293.0
61,12,1232.4,134.6,91617.0
62,12,155.3,89.82,296.0
191,12,231.1,78.5,287.0
63,12,1022.0,139.0,320.5
192,12,114.4,42.4,288.0
64,12,1111.1,89.52,285.0
65,12,244.3,82.44,104470.0
194,12,259.3,127.3,324.0
72,12,947.7,105.1,285.0
74,12,205.9,41.9,91617.0
76,12,524.8,424.6,296.0
77,12,652.8,80.0,320.5
78,12,1359.4,83.0,284.0
80,12,377.2,206.0,284.0
81,12,183.1,30.5,103069.5
88,12,757.6,98.0,296.0
89,12,511.5,84.9,296.0
95,12,168.5,16.0,333.0
96,12,260.5,93.0,333.0
99,12,354.6,106.2,320.5
100,12,244.9,25.7,320.5
102,12,284.8,81.4,320.5
103,12,405.9,63.5,320.5
107,12,723.2,79.8,324.0
114,12,533.4,421.04,285.0
116,12,327.3,71.5,285.0
117,12,666.6,86.68,284.0
122,12,175.9,19.7,293.0
1,13,511.2,119.96,257.0
2,13,1062.8,106.0,301.5
130,13,235.1,34.28,104584.5
3,13,300.5,112.0,257.0
4,13,420.4,54.84,195909.5
133,13,234.9,80.5,286.0
139,13,61.0,11.0,288.0
14,13,808.0,167.0,257.0
142,13,287.1,200.14,331.5
145,13,1114.9,81.34,320.5
148,13,679.6,105.6,321.5
21,13,417.5,111.5,285.0
153,13,249.5,99.7,290.0
28,13,479.6,165.92,301.5
159,13,590.6,385.64,102998.5
31,13,318.7,103.3,320.5
160,13,593.5,232.9,323.0
32,13,238.6,73.52,320.5
33,13,766.6,70.88,297.0
35,13,482.1,91.06,329.5
36,13,807.7,90.5,366.0
38,13,384.0,66.4,331.5
42,13,508.9,176.08,257.0
44,13,1075.7,77.22,320.5
46,13,259.6,111.88,285.0
174,13,293.8,108.96,324.0
181,13,242.3,85.3,323.0
56,13,469.5,125.3,195909.5
58,13,583.8,89.36,320.5
59,13,237.3,79.56,285.0
61,13,661.6,81.52,103061.0
62,13,744.3,666.48,289.0
191,13,153.3,50.56,288.0
63,13,309.8,84.8,285.0
192,13,229.5,81.3,290.0
64,13,135.9,51.04,320.5
65,13,201.9,92.06,104584.5
194,13,210.2,56.0,323.0
72,13,830.9,160.7,297.0
74,13,221.0,67.8,103061.0
76,13,412.4,208.8,325.0
77,13,280.1,90.9,320.0
78,13,190.1,70.7,356.0
80,13,170.8,41.36,320.5
81,13,181.2,28.2,102998.5
88,13,642.8,73.84,289.0
89,13,636.4,116.0,325.0
95,13,173.1,32.92,323.0
96,13,302.0,93.8,324.0
99,13,330.4,119.92,285.0
100,13,193.1,28.52,329.5
102,13,231.2,119.2,285.0
103,13,3283.2,70.8,320.0
107,13,160.7,64.5,286.0
114,13,741.0,97.6,366.0
116,13,912.0,80.8,320.5
117,13,497.1,75.1,356.0
122,13,903.7,49.64,321.5
1,14,417.4,96.12,257.0
2,14,553.3,72.78,285.0
130,14,548.1,99.7,130731.5
3,14,170.7,36.1,320.5
4,14,307.3,75.64,220546.0
133,14,633.6,97.92,288.0
139,14,145.2,46.0,289.0
14,14,417.8,140.0,257.0
142,14,309.8,176.92,285.0
145,14,297.8,110.92,285.0
148,14,455.7,127.24,257.0
21,14,263.0,92.8,257.0
153,14,247.0,53.6,287.0
28,14,395.6,144.12,285.0
159,14,1063.5,191.1,91609.0
31,14,279.2,49.44,330.0
160,14,1287.9,272.32,288.0
32,14,549.1,83.3,329.5
33,14,1298.2,78.8,285.0
35,14,472.8,149.24,285.0
36,14,284.9,110.88,285.0
38,14,300.1,81.94,285.0
42,14,424.6,104.6,320.5
44,14,215.9,64.46,330.0
46,14,345.6,74.8,321.5
174,14,2325.3,221.56,287.0
181,14,247.3,97.1,288.0
56,14,472.4,139.4,220546.0
58,14,646.3,93.96,329.5
59,14,183.5,58.0,321.5
61,14,1504.9,97.1,102998.5
62,14,693.2,256.2,288.0
191,14,447.8,78.8,289.0
63,14,807.3,108.9,285.5
192,14,617.9,81.5,287.0
64,14,246.1,189.76,257.5
65,14,282.6,82.8,130731.5
194,14,265.7,93.16,288.0
72,14,265.0,89.2,285.0
74,14,265.9,66.7,102998.5
76,14,431.8,178.16,286.0
77,14,388.4,75.6,284.0
78,14,538.4,84.8,285.0
80,14,670.5,63.1,285.0
81,14,254.6,73.28,91609.0
88,14,508.8,137.28,288.0
89,14,747.1,109.54,286.0
95,14,164.2,21.24,288.0
96,14,309.9,22.08,287.0
99,14,222.9,24.5,257.0
